投稿日時,曜日,メディアタイプ,フォロワー数,Imp数（全体）,Imp数（ハッシュタグ）,リーチ数,いいね数,いいね率,保存数,保存率,エンゲージメント率,使用ハッシュタグ数,人気投稿掲載数,ハッシュタグ,人気投稿掲載タグ
2023/05/01 08:00,Mon,カルーセル(2),10228,3708,352,3006,87,0.85%,5,0.05%,0.00838345,30,0,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #大阪おでかけ #関西イベント #ゴールデンウィーク #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #神戸ベル #お子様ランチ #おいしいもの #foodstagram #お子様歓迎 #お子様連れ大歓迎 #子鉄 ,
2023/05/01 12:01,Mon,カルーセル(2),10228,3491,646,2950,72,0.70%,1,0.01%,0.00665209,29,1,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #大阪おでかけ #関西イベント #ゴールデンウィーク #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電車コラボ #梅八 #お子様ランチ #おいしいもの #foodstagram #お子様歓迎 #お子様連れ大歓迎 #子鉄 ,#イロドリ三番街 
2023/05/01 15:00,Mon,カルーセル(2),10228,3224,357,2693,70,0.68%,1,0.01%,0.00646984,30,0,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #大阪おでかけ #関西イベント #ゴールデンウィーク #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #うを佐 #お子様ランチ #おいしいもの #foodstagram #お子様歓迎 #お子様連れ大歓迎 #子鉄 ,
2023/05/01 18:00,Mon,カルーセル(2),10228,3536,295,2963,74,0.72%,2,0.02%,0.00692546,29,0,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #umedafiidhall #ウメダフードホール #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #関西イベント #ゴールデンウィーク #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #名古屋名物みそかつ矢場とん #矢場とん #おいしいもの #foodstagram #子鉄 ,
2023/05/02 08:01,Tue,カルーセル(2),10228,4057,618,3439,84,0.82%,3,0.03%,0.00793,28,0,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #大阪おでかけ #関西イベント #関西おでかけ #ゴールデンウィーク #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #昔洋食みつけ亭 #おいしいもの #foodstagram #電車好き ,
2023/05/02 12:00,Tue,カルーセル(2),10228,5461,626,4487,103,1.01%,5,0.05%,0.00989283,28,1,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #大阪おでかけ #関西イベント #関西おでかけ #ゴールデンウィーク #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #江戸川 #おいしいもの #foodstagram #電車好き ,#イロドリ三番街 
2023/05/02 15:00,Tue,カルーセル(2),10228,3843,494,3269,84,0.82%,2,0.02%,0.00787762,28,0,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #大阪おでかけ #関西イベント #関西おでかけ #ゴールデンウィーク #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #おか長 #おいしいもの #foodstagram #電車好き ,
2023/05/03 12:00,Wed,カルーセル(2),10228,3649,233,3063,73,0.71%,1,0.01%,0.00676541,28,0,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #umedafiidhall #ウメダフードホール #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #関西イベント #ゴールデンウィーク #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #バラそば屋 #おいしいもの #foodstagram #電車好き ,
2023/05/03 15:00,Wed,カルーセル(2),10228,4097,370,3444,86,0.84%,4,0.04%,0.00822143,27,2,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #大阪おでかけ #関西イベント #関西おでかけ #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #がんこ寿司 #おいしいもの #foodstagram #電車好き ,#hankyusanbangai #イロドリ三番街 
2023/05/03 18:00,Wed,カルーセル(2),10228,4404,420,3572,95,0.93%,2,0.02%,0.00876953,29,1,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街スイーツ #阪急三番街カフェ #大阪梅田 #梅田 #梅田グルメ #梅田スイーツ #梅田カフェ #梅田イベント #大阪 #大阪グルメ #大阪スイーツ #大阪カフェ #大阪イベント #関西イベント #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #シルクレーム #おいしいもの #スイーツ好き #foodstagram #電車好き ,#イロドリ三番街 
2023/05/04 12:00,Thu,カルーセル(2),10228,4595,310,3815,87,0.85%,2,0.02%,0.0081197,30,2,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街スイーツ #阪急三番街カフェ #大阪梅田 #梅田 #梅田グルメ #梅田スイーツ #梅田カフェ #梅田イベント #大阪 #大阪グルメ #大阪スイーツ #大阪カフェ #大阪イベント #関西イベント #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #台湾甜商店 #タイワンテンショウテン #スイーツ好き #おいしいもの #foodstagram #電車好き ,#hankyusanbangai #イロドリ三番街 
2023/05/04 15:00,Thu,カルーセル(2),10228,4001,216,3309,77,0.75%,2,0.02%,0.00720737,29,2,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街スイーツ #阪急三番街カフェ #大阪梅田 #梅田 #梅田グルメ #梅田スイーツ #梅田カフェ #梅田イベント #大阪 #大阪グルメ #大阪スイーツ #大阪カフェ #大阪イベント #関西イベント #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電鉄 #阪急電車コラボ #プロムナードカフェ #おいしいもの #スイーツ好き #foodstagram #電車好き ,#hankyusanbangai #イロドリ三番街 
2023/05/04 18:00,Thu,カルーセル(2),10228,4807,255,3873,90,0.88%,0,0.00%,0.00812192,29,3,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #umedafoodhall #ウメダフードホール #阪急三番街グルメ #阪急三番街スイーツ #阪急三番街カフェ #大阪梅田 #梅田 #梅田グルメ #梅田スイーツ #梅田カフェ #梅田イベント #大阪 #大阪グルメ #大阪スイーツ #大阪カフェ #大阪イベント #関西イベント #ゴールデンウィークイベント #阪急電車フェスティバル #阪急電車 #阪急電車コラボ #アンドコーヒー #メゾンカイザー #スイーツ好き #電車好き ,#hankyusanbangai #イロドリ三番街 #梅田イベント 
2023/05/13 12:00,Sat,カルーセル(6),10228,8017,456,6650,272,2.66%,27,0.26%,0.0273434,30,1,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田ディナー #梅田とんかつ #大阪 #大阪グルメ #大阪ランチ #大阪ディナー #大阪とんかつ #大阪豚カツ #大阪グルメ情報 #とんかつkyk #とんかつ #トンカツ #鹿児島黒豚 #黒豚 #黒豚とんかつ #阪急三番街_和食 #阪急三番街_お肉 #阪急三番街_揚げもん粉もん #阪急三番街_定食 ,#イロドリ三番街 
2023/05/14 12:00,Sun,カルーセル(6),10228,5938,97,4734,196,1.92%,11,0.11%,0.0188042,30,2,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ディナー #大阪梅田 #梅田 #梅田グルメ #梅田ディナー #梅田寿司 #梅田海鮮 #大阪 #大阪グルメ #大阪ディナー #大阪寿司 #大阪グルメ情報 #うを佐 #お寿司 #お寿司屋さん #職人技 #お寿司🍣 #お寿司大好き #すき焼き #握り #お刺身 #グルメ旅 #ごちそう #阪急三番街_和食 #阪急三番街_寿司海鮮 ,#大阪梅田 #イロドリ三番街 
2023/05/17 08:00,Wed,カルーセル(6),10228,7532,809,6245,244,2.39%,30,0.29%,0.0249681,30,2,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田ディナー #梅田牛タン #大阪 #大阪グルメ #大阪ランチ #大阪ディナー #大阪牛タン #大阪グルメ情報 #もりの屋 #牛タン #にくすたぐらむ #牛タン定食 #肉活 #牛たん #牛たん定食 #タンシチュー #牛たんシチュー #阪急三番街_和食 #阪急三番街_お肉 ,#hankyusanbangai #イロドリ三番街 
2023/05/24 12:20,Wed,カルーセル(6),10228,8172,706,6727,202,1.97%,39,0.38%,0.0219419,28,3,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #umedafoodhall #ウメダフードホール #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田ディナー #梅田洋食 #大阪 #大阪グルメ #大阪ランチ #大阪ディナー #大阪洋食 #大阪グルメ巡り #ミアキッチン #洋食屋 #食レポ #トルコライス #ハイカラライス #阪急三番街_洋食 #阪急三番街_丼カレー ,#阪急三番街ランチ #イロドリ三番街 #hankyusanbangai 
2023/05/27 12:00,Sat,カルーセル(6),10228,6660,389,5512,171,1.67%,24,0.23%,0.0177709,30,2,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田ディナー #梅田中華 #梅田ちゃんぽん #大阪 #大阪グルメ #大阪ランチ #大阪ディナー #大阪中華 #大阪ちゃんぽん #大阪グルメ巡り #中華獅子林 #揚げ麺 #皿うどん #食レポ #町中華 #麺スタグラム #めんすたぐらむ #中華酒場 #中華好き ,#イロドリ三番街 #中華獅子林 
2023/05/28 12:00,Sun,カルーセル(6),10228,5951,382,4775,154,1.51%,18,0.18%,0.0156777,28,1,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田ディナー #梅田居酒屋 #大阪 #大阪グルメ #大阪ランチ #大阪ディナー #大阪居酒屋 #大阪グルメ巡り #大阪グルメ情報 #スシ海鮮酒場おか長 #おか長 #鉄板焼き #食レポ #特製ソース #居酒屋グルメ #阪急三番街_居酒屋 #阪急三番街_お肉 ,#イロドリ三番街 
2023/05/29 08:00,Mon,画像,10228,7359,792,6837,128,1.25%,12,0.12%,0.0128029,27,4,#hankyusanbangai #三番街 #イロドリ三番街 #阪急三番街グルメ #阪急三番街ランチ #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田イベント #阪急三番街イベント #大阪 #大阪グルメ #大阪ランチ #大阪イベント #大阪ワークショップ #大阪ハンドメイド #ワークショップ大阪 #関西イベント #ハンドメイドアクセサリー #ワークショップイベント #手づくり #アートワークショップ #ハンドメイド好きさんと繋がりたい #刺繡 #伝統工芸 #handmade ,#大阪梅田 #イロドリ三番街 #梅田イベント #hankyusanbangai 
2023/03/01 08:00,Wed,カルーセル(3),10228,4956,363,3989,129,1.26%,21,0.21%,0.0136687,30,1,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #umedafoodhall #ウメダフードホール #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田ディナー #梅田ラーメン #大阪 #大阪グルメ #大阪ランチ #大阪ディナー #大阪ラーメン #大阪グルメ巡り #大阪グルメ情報 #神座 #青藍 #担々麺 #夢のコラボ #食レポ #麺スタグラマー #阪急三番街_中華アジア #阪急三番街_ラーメン ,#イロドリ三番街 
2023/03/01 12:00,Wed,カルーセル(3),10228,5240,479,4357,138,1.35%,19,0.19%,0.0143065,30,3,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #umedafoodhall #ウメダフードホール #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田ディナー #梅田海鮮丼 #大阪 #大阪グルメ #大阪ランチ #大阪ディナー #大阪海鮮丼 #大阪グルメ情報 #食レポ #大阪堂島とろ家 #とろ家 #日替わり #海鮮丼 #食べ物グラム #阪急三番街_和食 #阪急三番街_寿司海鮮 #阪急三番街_丼カレー ,#阪急三番街ディナー #hankyusanbangai #イロドリ三番街 
2023/03/02 08:01,Thu,カルーセル(3),10228,5980,434,5109,172,1.68%,26,0.25%,0.0181369,29,3,#阪急三番街 #hankyusanbangai #三番街 #イロドリ三番街 #umedafoodhall #ウメダフードホール #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #大阪梅田 #梅田 #梅田グルメ #梅田ランチ #梅田ディナー #梅田ステーキ #大阪 #大阪グルメ #大阪ランチ #大阪ディナー #大阪ステーキ #大阪グルメ情報 #ステーキ #1ポンドのステーキハンバーグタケル #ステーキタケル #食レポ #ローストビーフ丼 #肉スタグラム #阪急三番街_洋食 #阪急三番街_お肉 ,#阪急三番街ディナー #hankyusanbangai #イロドリ三番街 
2023/03/02 12:00,Thu,画像,10228,3831,447,3428,81,0.79%,2,0.02%,0.00759031,30,1,#阪急三番街 #hankyusanbangai #三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #阪急三番街カフェ #阪急三番街スイーツ #大阪梅田 #梅田 #梅田グルメ #ana #airplane #anahawaii #ハワイ #ハワイ旅行 #ハワイグルメ #旅 #旅行 #ホヌ #フライングホヌ #anacouchii #パイロット #キャビンアテンダント #ワークショップ #フラショー #ハワイアンミュージック #ヘザーブラウン #heatherbrown #ウクレレ ,#anacouchii 
2023/03/03 12:00,Fri,画像,10228,3817,469,3488,83,0.81%,2,0.02%,0.00776468,30,2,#阪急三番街 #hankyusanbangai #三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #阪急三番街カフェ #阪急三番街スイーツ #大阪梅田 #梅田 #梅田グルメ #ana #anahawaii #airplane #ハワイ #ハワイ旅行 #ハワイグルメ #旅 #旅行 #ホヌ #フライングホヌ #anacouchii #パイロット #キャビンアテンダント #ワークショップ #フラショー #ハワイアンミュージック #ヘザーブラウン #heatherbrown #ウクレレ ,#阪急三番街ディナー #anacouchii 
2023/03/04 12:00,Sat,画像,10228,3598,340,3264,66,0.65%,1,0.01%,0.00611425,30,1,#阪急三番街 #hankyusanbangai #三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #阪急三番街カフェ #阪急三番街スイーツ #大阪梅田 #梅田 #梅田グルメ #ana #anahawaii #airplane #ハワイ #ハワイ旅行 #ハワイグルメ #旅 #旅行 #ホヌ #フライングホヌ #anacouchii #パイロット #キャビンアテンダント #ワークショップ #フラショー #ハワイアンミュージック #ヘザーブラウン #heatherbrown #ウクレレ ,#anacouchii 
2023/03/04 14:00,Sat,画像,10228,3145,281,2815,61,0.60%,2,0.02%,0.00574922,30,1,#阪急三番街 #hankyusanbangai #三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #阪急三番街カフェ #阪急三番街スイーツ #大阪梅田 #梅田 #梅田グルメ #ana #anahawaii #airplane #ハワイ #ハワイ旅行 #ハワイグルメ #旅 #旅行 #ホヌ #フライングホヌ #anacouchii #パイロット #キャビンアテンダント #ワークショップ #フラショー #ハワイアンミュージック #ヘザーブラウン #heatherbrown #ウクレレ ,#anacouchii 
2023/03/05 12:00,Sun,画像,10228,3746,404,3439,58,0.57%,4,0.04%,0.00565023,30,1,#阪急三番街 #hankyusanbangai #三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #阪急三番街カフェ #阪急三番街スイーツ #大阪梅田 #梅田 #梅田グルメ #ana #anahawaii #airplane #ハワイ #ハワイ旅行 #ハワイグルメ #旅 #旅行 #ホヌ #フライングホヌ #anacouchii #パイロット #キャビンアテンダント #ワークショップ #フラショー #ハワイアンミュージック #ヘザーブラウン #heatherbrown #ウクレレ ,#anacouchii 
2023/03/06 12:00,Mon,画像,10228,3578,387,3269,70,0.68%,2,0.02%,0.00656096,30,1,#阪急三番街 #hankyusanbangai #三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #阪急三番街カフェ #阪急三番街スイーツ #大阪梅田 #梅田 #梅田グルメ #ana #anahawaii #airplane #ハワイ #ハワイ旅行 #ハワイグルメ #旅 #旅行 #ホヌ #フライングホヌ #anacouchii #パイロット #キャビンアテンダント #ワークショップ #フラショー #ハワイアンミュージック #ヘザーブラウン #heatherbrown #ウクレレ ,#anacouchii 
2023/03/07 12:00,Tue,画像,10228,3483,349,3108,93,0.91%,4,0.04%,0.0088706,30,1,#阪急三番街 #hankyusanbangai #三番街 #阪急三番街グルメ #阪急三番街ランチ #阪急三番街ディナー #阪急三番街カフェ #阪急三番街スイーツ #大阪梅田 #梅田 #梅田グルメ #ana #anahawaii #airplane #ハワイ #ハワイ旅行 #ハワイグルメ #旅 #旅行 #ホヌ #フライングホヌ #anacouchii #パイロット #キャビンアテンダント #ワークショップ #フラショー #ハワイアンミュージック #ヘザーブラウン #heatherbrown #ウクレレ ,#anacouchii 
